price,month,id,type,area,rooms,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,area2,end_0,end_1,end_2,end_3,end_4,end_5,end_6,end_7,end_8,end_9
120789.56972715679,7,14,flat,121.13804630422179,4,1.4528218335973855,6.419934213188725,2.9021357509962598,3.277152357316797,0.21523498201349614,3.2263659476755593,2.8270942014263136,rental,concrete,1,0,1,1,1,14674.426262403782,0,1,0,0,0,0,0,0,0,0
67791.37305802536,2,15,flat,48.66116252991808,1,1.1654934066377316,7.492795043074077,2.9240253745206966,1.2311977779535233,0.36360445550851506,14.18292604126217,1.973120033016226,cooperative,brick,0,1,1,0,0,2367.9087387631034,0,0,0,0,0,0,0,0,1,0
50000.0,10,16,flat,41.39358759581354,3,1.345470800097722,3.285512834178287,0.21346193397718743,3.966518680194833,0.8473658104709588,6.438778076168992,0.39265635230781637,freehold,brick,0,1,0,0,1,1713.4290940522887,0,1,0,0,0,0,0,0,0,0
65127.10711962647,12,17,flat,72.82319002528982,5,2.504172746769562,5.698899879613816,2.843972826792092,3.2838437375420275,1.42940419787606,0.8694517868564451,2.917978543291549,cooperative,brick,0,1,0,0,1,5303.217005459471,0,0,1,0,0,0,0,0,0,0
172777.56385077504,6,18,flat,140.45609981838953,1,4.8338893763842625,4.1071766861397005,2.992503304590533,2.8611239553940417,0.191248236439835,3.6866928003402317,0.5265900304595617,cooperative,brick,1,0,0,0,0,19727.915976193402,1,0,0,0,0,0,0,0,0,0
71614.43610268434,12,19,flat,112.35483595161352,4,4.177965913650019,6.451780037201135,2.8330444171019127,0.3392554760543195,0.735659806379058,10.534978521932324,2.3224026033277414,cooperative,brick,0,1,0,0,0,12623.609161713986,0,0,1,0,0,0,0,0,0,0
88830.69380086396,2,20,apartment,74.46007122307942,3,1.494590296344868,5.729081872150676,2.0457228267118475,3.6268104507503667,1.4206367086755802,3.4234885327536313,0.20106894875480075,cooperative,brick,0,1,0,0,0,5544.302206546061,0,0,0,0,1,0,0,0,0,0
61509.628767669325,2,21,apartment,87.24538206806038,3,1.8805287216406792,3.006433109761578,2.1335674419846526,3.1812156923764485,1.6048965018555534,1.2817306537028137,1.9111712122854534,cooperative,concrete,0,0,0,0,0,7611.756692201831,0,0,0,0,0,0,0,1,0,0
51320.60597926512,10,22,flat,30.947691453022784,3,2.3761100274699793,2.7597232906041707,0.4545335256329982,0.9931978092380288,0.46141933778109534,9.456740210222756,1.685441229098398,cooperative,concrete,0,1,0,1,0,957.7596062714995,1,0,0,0,0,0,0,0,0,0
133712.46082320056,8,23,studio,147.9948665288947,1,4.896755270383252,2.094295457920944,2.6354615235173915,1.6297679071748672,1.4898255505975686,8.016144463615653,0.7032110502333733,rental,brick,0,0,1,0,1,21902.48051890536,0,0,0,0,0,0,0,1,0,0
152289.17747475908,12,24,flat,106.63294961033947,1,0.944713294845007,4.654474744860238,0.27295479542343737,1.1476630513146573,1.915282218750156,11.538354623427574,1.965123813889207,rental,concrete,0,1,1,0,0,11370.585942601196,0,0,0,0,0,0,1,0,0,0
50000.0,2,25,studio,57.10252890024492,1,1.851667207110226,7.71435852759149,1.0214185851911552,3.9392225333061592,1.8229430851832518,11.703155133890055,1.889453680214427,cooperative,brick,0,0,0,1,1,3260.6988068033065,0,0,0,0,0,0,0,1,0,0
138258.68354023632,7,26,apartment,96.15509124798176,1,3.6741878605153038,1.6805272271787715,2.9743397709297423,3.431366134741682,1.5998145470172669,14.419061179922068,2.4152199748455327,rental,brick,1,1,0,0,1,9245.801572907698,0,0,0,0,0,0,1,0,0,0
74307.40861651557,3,27,apartment,34.23270758896922,5,4.823324297917822,0.8524943937441692,1.3247508493986864,3.7278786805108997,1.4534207034785427,1.326754388268812,2.6400347699412916,rental,concrete,1,1,0,1,1,1171.878268871871,0,0,0,0,1,0,0,0,0,0
156556.76809403938,8,28,flat,145.55876694498585,2,0.8628085425447647,1.0432650724028778,0.4803530494992503,3.1762195218641764,0.5467627852375636,1.0653465873643109,1.5793043278953416,freehold,concrete,1,0,0,0,1,21187.354634544703,0,0,0,0,0,1,0,0,0,0
50000.0,7,29,studio,42.72204842483757,5,1.2141617755522944,6.286479542376185,2.910954519942332,1.8797581401739654,1.3044161313914133,14.814357196401081,1.5218560611040677,rental,concrete,0,1,0,0,0,1825.173421614166,0,0,1,0,0,0,0,0,0,0
93337.84077440221,8,30,flat,104.24394134717784,3,1.2059039045131084,2.8658279538480533,2.9540049764210345,0.9011935742772716,1.3222205882395623,9.85029422660583,1.9026277357396235,freehold,brick,0,1,0,0,0,10866.799307593854,0,0,0,0,1,0,0,0,0,0
82458.32648373126,7,31,apartment,51.90908013006096,5,0.20256694451116022,1.8724979387697998,0.6424237871922717,0.9115126119479618,0.8729605309761069,10.872872825179785,2.214702008766458,freehold,brick,1,0,0,0,0,2694.552599949089,0,1,0,0,0,0,0,0,0,0
83029.46443793002,11,32,flat,113.28297974430964,4,3.060166562406653,2.8874685351506506,2.6079310453464952,0.6915631086300402,1.0367293772317814,1.8989892861599427,1.1328964000814363,cooperative,concrete,0,1,0,1,0,12833.033499749668,0,0,0,1,0,0,0,0,0,0
97816.06891259218,6,33,studio,120.98677774123654,1,3.38644506331488,5.198113421353222,1.232227645962286,2.231933246183248,1.4186541275319429,1.512284017300886,1.5634614617620624,cooperative,brick,0,0,0,0,0,14637.800388207368,1,0,0,0,0,0,0,0,0,0
50000.0,7,34,studio,107.54456475848625,4,3.052376861613742,4.419618286143441,1.205968547011472,3.687869439168206,1.908992917849802,2.823677112068679,1.7968021388872029,cooperative,brick,0,0,0,0,0,11565.833409092242,0,0,0,0,0,0,0,1,0,0
73827.05989037527,5,35,studio,99.88492983317502,4,0.44948264812279026,5.974356311517685,0.8618231325010147,3.9680124731784883,0.66108179603796,6.69433624056331,2.966296443124142,cooperative,concrete,0,0,1,0,0,9976.999207778297,0,0,0,0,0,0,0,0,0,1
170134.6451412531,7,36,flat,136.0209822137615,3,0.4392276161535954,2.778685773006033,0.22965979620919988,1.2204692201433829,0.5680899887191351,2.0975546496281474,1.8043653697221584,freehold,brick,1,0,1,0,0,18501.707602396422,0,0,0,0,0,0,1,0,0,0
92099.71500852844,1,37,apartment,30.221472428668545,1,1.130894117021208,3.671025730371015,0.8772260526871482,2.8195267071572445,1.243433095367856,6.971839236392006,0.7501409971525443,rental,brick,1,1,1,0,0,913.337395756773,1,0,0,0,0,0,0,0,0,0
50000.0,1,38,flat,63.01891955142538,4,1.5224431269246819,0.9055501148070956,0.25595302546585086,2.4286822608804735,0.34851831173858383,8.642270594969382,1.8051705888967562,freehold,brick,0,0,1,0,0,3971.3842214290235,0,0,0,1,0,0,0,0,0,0
73620.61897966143,9,39,studio,52.27737235200998,3,3.9540639139592324,0.6771633036589735,2.780678934443894,2.0068508558176132,1.2068123779268465,0.5048280343340652,2.476548790552153,rental,brick,1,1,0,0,0,2732.923660030697,0,0,1,0,0,0,0,0,0,0
166133.4171561046,5,40,flat,148.4418150685048,1,0.8810123021697135,3.751816418468394,2.0189899499389123,2.696497710866961,0.26881782163571855,2.156561646483673,2.5864706720324535,freehold,brick,0,0,1,0,0,22034.97246083218,0,0,0,0,0,0,0,0,1,0
113437.40156948176,5,41,flat,70.62067135669355,2,0.3160518603479075,2.482613198822796,2.671205685047535,1.548315774022269,1.0321093712485667,5.9403302806342415,2.420726318319734,cooperative,concrete,0,1,1,0,0,4987.279222870116,1,0,0,0,0,0,0,0,0,0
151307.463050471,3,42,flat,115.23965090125184,3,2.0305387877939705,4.941124519875434,2.180142976264655,3.7834906228644534,1.278787311955714,1.2732819941036024,2.6758073043376416,freehold,brick,0,0,0,0,0,13280.177139842393,0,0,0,0,0,1,0,0,0,0
89604.26406191457,5,43,flat,109.0142713045306,5,2.1403216336954096,0.4397171070121182,0.4807319261396539,2.851250584054714,0.23320831461839953,2.4361701130260314,1.0708223914494697,cooperative,concrete,0,0,0,1,0,11884.111348057802,0,0,0,0,0,0,0,0,0,1
50000.0,3,44,flat,47.570560872059104,1,2.309445957125876,1.061954383036567,2.827686456532364,3.0413842587705346,0.49321098870239566,3.8610476616113396,1.57195480076272,freehold,brick,0,1,0,0,0,2262.958261682281,0,0,0,0,0,0,0,1,0,0
71192.35469159223,9,45,flat,51.06969842750167,4,4.151827365732146,6.935007407740522,2.7096898555350246,1.0454461705236884,0.7372111412710973,6.729220505430881,2.3608141784218777,freehold,concrete,0,1,1,1,0,2608.1140974759664,0,1,0,0,0,0,0,0,0,0
50000.0,9,46,flat,56.56699326189443,4,0.5802265328676145,4.573861810000926,1.1094206259130035,0.7574698136407158,0.8003375208537019,10.865139370082284,0.8669048572013852,freehold,concrete,0,0,0,0,0,3199.82472669121,0,0,0,0,0,0,1,0,0,0
103530.0322171015,6,47,studio,73.4465461737193,5,3.5493162038676145,5.725230816160694,0.4234466870198619,1.6379290930678598,1.384598822182901,2.4239848714747656,1.177586169769933,cooperative,brick,0,1,1,0,0,5394.395144848281,0,0,0,1,0,0,0,0,0,0
64950.9690441936,1,48,apartment,50.462258534568484,5,1.755933298121925,6.751579737787636,2.142048777287734,3.0900226928110004,1.1051405470630957,11.200399292685317,2.510351398212435,rental,brick,1,1,0,1,0,2546.43953640963,1,0,0,0,0,0,0,0,0,0
50504.51865588171,7,49,flat,22.554692757090216,4,1.618902668533803,3.764291309305413,2.2122477779364953,3.7613040480361444,0.8260060935801211,12.898380580899701,2.3332483838994014,freehold,brick,0,1,0,0,1,508.71416536673786,0,0,1,0,0,0,0,0,0,0
109976.87339803274,7,50,flat,134.3210973849354,1,4.669461317821302,6.112377033343061,2.7008042300380506,1.7665863212986306,0.956284883249135,9.946442119835883,2.916478746956658,cooperative,concrete,0,1,0,1,0,18042.1572026933,0,0,0,0,1,0,0,0,0,0
217073.77392018327,10,51,flat,145.52927807951494,3,1.3174957696420362,4.244226074680842,0.2527017024081318,3.119211490738947,0.12465567423545452,1.1340225837030682,2.9883247696924853,cooperative,brick,1,1,1,1,0,21178.770778344788,0,0,0,0,0,1,0,0,0,0
50000.0,10,52,flat,64.40415031410383,5,3.248405993162895,1.8597152851622607,0.5109411302793784,1.9345897159205572,1.5639980306844972,6.889478460447899,0.7981591862169992,freehold,concrete,0,1,0,0,1,4147.894577681681,0,0,0,0,1,0,0,0,0,0
108743.42539163752,4,53,studio,64.00589432531147,5,1.4481260111428513,2.7674837335274223,1.8349214993496288,1.2513901732663089,0.17790890852008667,10.070957023685747,2.7113049599036527,freehold,concrete,0,1,0,0,0,4096.754508382939,0,0,0,0,1,0,0,0,0,0
51854.965255856834,8,54,studio,20.92193566066823,5,2.5850050249378875,3.973768484339721,1.8954814975232395,2.983134087830806,1.6757032365528752,14.688440451806029,0.37409495391520053,freehold,concrete,0,1,1,0,0,437.72739178914094,1,0,0,0,0,0,0,0,0,0
109044.97499687674,6,55,flat,108.43258948294863,2,3.952835173721762,2.6033958621609394,0.1974680207135182,3.2129883225271763,1.127893390687987,14.301221627004015,2.158420605995761,freehold,concrete,0,1,1,0,1,11757.626461977661,0,0,0,0,0,0,0,0,1,0
137439.20882059968,4,56,flat,127.30718644732174,1,4.420440365229677,2.750668761664197,1.2511029480788094,0.8910790969146528,1.1028564633265825,6.237695739378822,0.7382882242590977,freehold,brick,0,1,0,0,1,16207.11972113314,0,0,0,0,0,0,0,1,0,0
50000.0,4,57,flat,39.05907904680041,1,4.2096164774457465,2.7654033668652547,1.7940690207005423,1.2901610579767897,1.4386993927690788,9.431000547263842,0.9709023550754319,freehold,concrete,0,1,0,1,0,1525.611655984203,0,0,0,0,0,0,0,0,0,1
78336.53802788728,2,58,apartment,40.756625417729595,1,2.9526856071087355,1.0704358329711232,2.2399428661400282,2.0296296895472827,1.733163112041584,13.416819636742984,2.8443314152271713,freehold,concrete,0,1,0,0,0,1661.102515441122,1,0,0,0,0,0,0,0,0,0
120605.292342535,2,59,apartment,122.71082249628691,1,1.3191999451572887,0.7686765969767858,1.0168370061571528,0.8274351360908191,1.8910276783113622,12.550170586954849,0.8631385865292145,rental,wood,0,1,0,0,1,15057.945957715234,0,0,1,0,0,0,0,0,0,0
138378.7371403423,12,60,flat,100.11779728603881,1,3.3400435779831423,0.4673187135613043,1.5033201297633403,3.722453765139791,1.1324027857635712,7.451616594634872,2.0522158205658276,rental,brick,1,0,1,1,0,10023.57333340836,1,0,0,0,0,0,0,0,0,0
103038.89701671572,4,61,flat,25.831872491603214,4,3.5785347243200794,0.9765544621712604,2.460759129704827,2.406202258986919,0.38625064077894466,4.287999297928539,0.6165726728034429,cooperative,concrete,1,1,1,1,0,667.2856364224468,0,0,0,0,0,1,0,0,0,0
74903.37302837984,5,62,apartment,100.93110876009662,5,0.15239075155615694,2.8152860278713825,2.8662956853034474,0.5726927817496015,1.7693987597287137,2.487949228583078,0.3708309349544141,cooperative,concrete,0,1,0,0,1,10187.088715542453,1,0,0,0,0,0,0,0,0,0
66044.80335247831,8,63,apartment,60.15930396968959,4,2.2521315035661855,4.791587265686151,0.767912558630552,0.817716472261602,0.17727683490321833,7.575712248707259,1.0840193734972068,freehold,concrete,0,1,0,0,0,3619.1418541175094,1,0,0,0,0,0,0,0,0,0
71436.09691030643,6,64,flat,67.93427021120996,2,4.231984009826645,1.586360724954331,0.833822396877699,3.8219858467668932,1.6339406243676355,10.981265192477693,1.9101686922894958,freehold,concrete,1,0,1,0,0,4615.06506912969,0,0,0,0,0,0,0,1,0,0
77321.41575286287,4,65,flat,120.06508437859442,3,2.4989792215909326,7.11526988342084,2.825472743558239,2.978857484216811,1.3928010902087313,14.561660841635856,0.8190409168868353,freehold,wood,0,1,0,0,0,14415.624486838999,1,0,0,0,0,0,0,0,0,0
120887.0767040732,11,66,flat,125.42157504743938,5,1.6257396666002737,6.48622120679165,1.2481423372117824,2.9641798295694457,1.8189824541035977,12.99631611993479,0.9704895161478546,cooperative,wood,0,0,1,0,0,15730.571487380468,0,0,0,0,0,1,0,0,0,0
95545.70422483954,7,67,flat,72.04636148917798,2,4.371809078020847,4.212164191192392,2.183210141110154,0.38274451661971265,1.805179985470149,3.461493851098344,2.15531647395872,rental,concrete,1,1,0,1,1,5190.678203829309,0,0,1,0,0,0,0,0,0,0
172045.86437721163,8,68,flat,143.12988168082612,4,0.863815417896048,5.821257663425543,1.8755691633166411,3.5916654670648933,0.20099276233045138,10.936782838925813,0.3981084666459702,freehold,brick,0,1,1,0,0,20486.163029967283,0,0,0,1,0,0,0,0,0,0
94699.58069963311,2,69,flat,72.8401533337694,3,1.111581638839382,2.993995345120192,0.9282042714027632,1.8305679139785578,1.257948173633777,4.691968180947241,1.3960247662301717,freehold,concrete,1,0,1,0,0,5305.6879376870365,0,0,1,0,0,0,0,0,0,0
185664.8017534317,12,70,flat,120.33868457991429,2,3.4681245979870536,0.39054456259141024,1.9953304436782724,2.672897558295712,0.33687576481958337,10.410352619287147,2.83103013665845,cooperative,brick,0,1,1,0,0,14481.3990064241,1,0,0,0,0,0,0,0,0,0
66706.59120554551,7,71,flat,82.90404439335367,3,1.8269361134802176,7.2442294955070645,2.0011411127752226,3.8427879545446544,0.249090362313704,10.154179176681202,1.2512178210012526,rental,brick,0,0,1,0,0,6873.080576775156,0,0,1,0,0,0,0,0,0,0
105683.58311826584,2,72,studio,136.67920244787092,2,3.593782495095517,1.109568557236794,1.8180852376863212,0.49004828339057194,0.9517265770783879,4.450243742420351,1.3591829811345741,freehold,wood,0,0,0,1,1,18681.204381786083,0,0,0,0,0,0,1,0,0,0
89850.59548579836,2,73,flat,138.00896167452322,4,0.8727477441715102,7.588705036399246,0.3890163920635874,1.980878191997657,0.2854353257126072,3.8986349931506536,2.240792480461138,freehold,concrete,0,0,0,0,0,19046.473502480017,0,0,0,0,0,0,0,0,1,0
50000.0,8,74,flat,31.3641850232409,3,1.3361185390441452,4.617872447302269,2.985998284884709,0.29348967298153394,1.4830145279139264,2.0070975575394248,2.3591334138952558,rental,wood,0,0,0,0,0,983.7121021720887,0,1,0,0,0,0,0,0,0,0
123487.37345357577,2,75,flat,141.74413307032933,2,0.8675721539818043,2.5139481820692966,1.2612077373953996,2.0482271509624903,1.9409873499644394,1.232824733667087,2.331858530363521,freehold,concrete,0,1,0,0,0,20091.399259859227,0,1,0,0,0,0,0,0,0,0
160826.3024175242,11,76,flat,127.31952939765404,4,4.769260536461197,4.014644524163573,1.9509278576512679,1.0838117009015271,1.1822076197878764,12.94754035341883,2.9938143722493593,cooperative,concrete,1,1,1,0,0,16210.26256604009,0,0,0,0,0,0,0,1,0,0
186544.02673065462,9,77,apartment,122.87039286064669,5,2.086479408169528,4.062875490492444,2.6687089129265957,3.6531555641680953,0.5468208521672046,1.2228162222081043,0.3072081537124662,rental,wood,1,1,0,0,1,15097.133441729657,0,0,1,0,0,0,0,0,0,0
54758.40225014386,12,78,flat,46.118474159117916,4,1.7523775585601076,0.28396792759639705,1.3275366164175255,1.6541207276650387,1.7020921438982515,1.7867469146141546,2.948534525435698,rental,brick,0,0,0,0,1,2126.913658765227,0,0,0,0,0,0,1,0,0,0
184129.02124645456,1,79,flat,124.66549713810645,4,0.16959056523674704,2.9081328298846953,2.344382664736091,2.5721025396031085,1.7208964123670494,3.9633545128388983,2.8555498892924565,freehold,concrete,1,1,1,0,0,15541.486176691227,0,0,0,0,1,0,0,0,0,0
132399.41541063547,9,80,studio,130.5172555090548,5,0.8517461391133483,5.944939816389048,2.9182908315702774,3.4551203327767412,1.4922933474923492,13.371045762703003,2.5712028107527183,freehold,concrete,0,1,1,0,0,17034.753985615895,1,0,0,0,0,0,0,0,0,0
53680.75128484846,1,81,flat,57.58954347903963,4,2.1635656955882476,4.129546592710593,1.14091080473384,3.9363982478269883,1.2687511511453666,5.3276352261217745,1.416964169970921,freehold,brick,0,0,0,0,0,3316.5555181241957,0,0,0,0,0,0,0,1,0,0
159781.1611077385,10,82,apartment,143.79381018710208,5,0.4356636836022809,2.029417924375715,1.2752817536749363,2.0648955442813293,1.7488056640282754,3.2810935831205863,2.6256168777383806,cooperative,brick,0,1,1,0,1,20676.65984812434,0,0,0,1,0,0,0,0,0,0
50000.0,10,83,flat,26.48181903189135,5,2.602622714580463,2.7473678942918576,2.7261705710900492,1.877455041159678,0.41025419579536215,10.87555468902888,0.740413995687676,cooperative,brick,0,0,1,0,0,701.286739237843,0,0,0,0,0,0,1,0,0,0
50000.0,2,84,flat,39.48820292212815,5,2.3295756484757946,6.918129705615998,0.5629643166640307,0.39538461665618896,1.870040240053685,5.126511445595943,2.395801922624708,rental,concrete,0,0,0,0,0,1559.3181700191703,0,0,0,0,0,0,0,0,0,1
51075.07406802392,6,85,flat,89.88554794669686,2,3.8591238876873253,4.251842394186814,0.18292503124238274,0.14968187901513863,1.8996859835000797,5.333816252104846,0.637191079051057,cooperative,brick,0,1,0,1,0,8079.4117296779405,0,0,0,0,0,0,0,0,0,1
50000.0,6,86,flat,94.85302124590027,3,3.3330332368615516,4.273981768154764,2.735778114062424,2.474328160744135,1.7567855105945533,11.215160641108772,2.4645498100664214,cooperative,concrete,0,0,0,1,0,8997.095639475207,0,0,0,0,1,0,0,0,0,0
99331.65974591428,1,87,apartment,103.86951082911744,2,2.285141796070812,7.69559292650298,2.482615564940983,0.3553109733758194,0.5762578659517874,4.148965826320435,1.882134486465765,freehold,concrete,0,0,0,0,1,10788.875279880147,0,0,0,1,0,0,0,0,0,0
50000.0,7,88,apartment,22.20598681101064,5,1.2008374305148501,2.634963052389483,2.920490794398863,1.5834778544500456,1.7305389339901953,13.503020691731571,0.38429071058922404,freehold,concrete,0,0,1,1,0,493.1058502507785,0,0,1,0,0,0,0,0,0,0
109280.1749044056,8,89,flat,144.84768070087694,3,3.6616314734872515,3.888374888339204,0.2688895698609669,0.11406510081519984,1.0455126024916144,8.640614330976007,2.6964267105359534,freehold,brick,0,1,0,0,0,20980.850604423198,0,0,0,0,1,0,0,0,0,0
50000.0,2,90,flat,25.79645205543872,3,3.568524306925601,6.512537421994589,0.552914258278863,2.499387245966116,1.230367451061568,8.298559812000004,1.7760758668202088,freehold,concrete,0,1,0,0,0,665.4569386485485,0,0,0,0,0,1,0,0,0,0
58669.04143945321,8,91,apartment,38.598053854042305,5,0.8511511865253983,6.095406766207534,0.4054064213604457,1.7591191257179353,1.6971411827578757,4.338907408460039,2.0031200065976322,rental,brick,0,1,0,1,0,1489.80976131955,0,0,0,0,0,0,0,0,1,0
50000.0,9,92,apartment,21.821887278387408,3,4.582283973984473,2.1998154332365134,2.081906783651757,0.5953810021665226,0.15620740463595129,12.608867931883923,0.922179103389669,cooperative,brick,0,0,1,0,0,476.1947643906462,0,1,0,0,0,0,0,0,0,0
63795.26800281453,6,93,flat,93.69159632823231,3,0.41558506847371157,1.2936192760825482,1.8574292138667154,1.2558336666792063,0.7895909251337269,8.804868487636769,2.627742961376139,freehold,brick,1,1,0,0,1,8778.115222532433,0,0,0,1,0,0,0,0,0,0
139749.222617935,5,94,flat,141.1946949097264,2,0.3696847735743094,5.635566151880209,1.1420720782230531,2.3216767259905056,1.6498174167644848,2.7549899446257764,1.6810821319453342,freehold,concrete,1,1,0,0,0,19935.941870650717,0,1,0,0,0,0,0,0,0,0
122339.98340090818,12,95,flat,106.57313159046035,3,1.0180170465458924,2.135483796776839,0.26652809026651053,2.6611821352389105,1.6465140892232737,3.4913244400490577,1.3212488244453602,freehold,brick,0,1,0,0,0,11357.832376997578,0,0,0,0,0,0,1,0,0,0
143643.4462763888,9,96,apartment,126.94547090245555,5,4.556357910438979,7.389139045341505,1.9550197537349687,1.9031099306874426,1.7125070610775723,7.289710677899333,1.6494170611621208,freehold,brick,0,1,1,0,0,16115.15258264619,0,0,0,0,0,0,1,0,0,0
65195.144862190704,12,97,flat,21.726556449615412,1,2.6479908077809173,1.1210567825148863,1.7533494068336644,3.235440552754689,0.42151021026503344,11.804806425037635,2.139607936256552,rental,brick,0,1,1,1,1,472.04325515832505,0,1,0,0,0,0,0,0,0,0
123843.20041802712,11,98,flat,90.46198880236439,1,3.960910511297211,2.614690081064735,0.42741931207578565,0.5385176056416442,1.4411845746331242,14.119781467445923,2.1156388395278833,rental,wood,0,1,1,0,0,8183.3714180791,1,0,0,0,0,0,0,0,0,0
114747.63658972323,9,99,studio,79.74318707571784,1,1.2164316215748532,0.5328192507068188,2.735838142973771,0.4297283181883903,0.3783563469602953,10.120730140465728,1.136973592777657,freehold,wood,0,0,1,0,1,6358.975884992933,0,0,0,0,0,0,0,0,0,1
50000.0,1,100,flat,84.8658327487031,5,2.5020876758033306,5.656111924220687,0.6769541580487726,0.27255264916945243,1.5916862170069481,7.839077118595323,1.2172490123081556,cooperative,brick,0,0,0,0,0,7202.209568130847,0,0,0,0,1,0,0,0,0,0
50000.0,11,101,flat,29.38771409357443,1,1.8556183717570232,7.140974926431647,2.2561765412171835,2.189728573852825,0.5657394084635642,4.135613673924358,1.7304907592314387,freehold,brick,0,1,0,0,0,863.6377396456733,0,0,0,0,0,0,0,0,0,1
56001.050673483594,3,102,flat,108.97659693900997,2,4.156360174624344,5.123408765914955,2.66672000137455,2.854303646514386,1.5018536824151973,10.25658542660837,2.780780650079265,freehold,wood,0,0,0,0,0,11875.898680407436,0,0,0,0,0,0,0,0,1,0
132076.6125207139,9,103,flat,85.41865393162247,5,0.21076175286021048,7.50824882254072,1.7804774730117545,0.6090334577478659,0.9645030752031477,14.742476459875856,2.261747774201329,cooperative,brick,1,1,0,0,0,7296.346439490283,0,0,0,0,0,1,0,0,0,0
89196.4590668111,11,104,flat,119.46935048196431,5,1.2948293768339163,1.1151814301595564,0.8158618253649288,2.5918879252360307,1.9739005826502676,7.405225895318908,1.2322034575601142,freehold,brick,0,0,1,0,0,14272.925704582427,0,0,0,0,0,0,0,0,0,1
